Transformation Name, Clone Number, Input Size, Feature Number, Rules per Feature, Runtime, Clauses, Variables, Clauses/Variables, Slow-down Ratio
modify_Comment_in_Model,2,643,80,13,22.07642,1449,2,724.5,1.0
move_Transition_from_Region,1,322,20,13,13.137073000000001,722,2,361.0,1.0
move_Transition_from_Region,2,643,100,13,22.975071,1600,2,800.0,1.0
move_Transition_from_Region,3,1285,20,13,54.128819,3049,2,1524.5,1.0
move_Transition_from_Region,3,1285,40,13,51.364963,3072,2,1536.0,1.0
move_Transition_from_Region,3,1285,60,13,51.859884,3093,2,1546.5,1.0
move_Transition_from_Region,3,1285,80,13,51.883978,3139,2,1569.5,1.0
move_Transition_from_Region,3,1285,100,13,52.030215,3124,2,1562.0,1.0
move_Transition_from_Region,4,2569,20,13,135.212256,6052,2,3026.0,1.0
move_Transition_from_Region,4,2569,40,13,130.81327399999998,6063,2,3031.5,1.0
move_Transition_from_Region,4,2569,60,13,135.551151,6105,2,3052.5,1.0
move_Transition_from_Region,4,2569,80,13,151.994924,6151,2,3075.5,1.0
move_Transition_from_Region,1,322,40,13,13.916103,746,2,373.0,1.0
move_Transition_from_Region,4,2569,100,13,132.205005,6198,2,3099.0,1.0
move_Transition_from_Region,1,322,60,13,13.946651,798,2,399.0,1.0
move_Transition_from_Region,1,322,80,13,13.91,776,2,388.0,1.0
move_Transition_from_Region,1,322,100,13,13.76954,785,2,392.5,1.0
move_Transition_from_Region,2,643,20,13,22.814993,1543,2,771.5,1.0
move_Transition_from_Region,2,643,40,13,23.32516,1567,2,783.5,1.0
move_Transition_from_Region,2,643,60,13,23.654041,1587,2,793.5,1.0
move_Transition_from_Region,2,643,80,13,23.34467,1601,2,800.5,1.0
move_Domain_from_Model,1,322,20,13,10.927426,366,2,183.0,1.0
move_Domain_from_Model,2,643,100,13,22.302514,1449,2,724.5,1.0
move_Domain_from_Model,3,1285,20,13,50.481246,2922,2,1461.0,1.0
move_Domain_from_Model,3,1285,40,13,49.3637,2923,2,1461.5,1.0
move_Domain_from_Model,3,1285,60,13,49.561401000000004,2910,2,1455.0,1.0
move_Domain_from_Model,3,1285,80,13,49.313393,2905,2,1452.5,1.0
move_Domain_from_Model,3,1285,100,13,50.577416,2889,2,1444.5,1.0
move_Domain_from_Model,4,2569,20,13,131.752932,5859,2,2929.5,1.0
