Transformation Name, Clone Number, Input Size, Feature Number, Rules per Feature, Runtime, Clauses, Variables, Clauses/Variables, Slow-down Ratio
move_Class_from_Domain,2,643,20,13,23.884858,3572,22,162.36363636363637,1.0
move_Class_from_Domain,2,643,40,13,25.610032,4380,42,104.28571428571429,1.0
move_Class_from_Domain,2,643,60,13,24.903081999999998,5040,62,81.29032258064517,1.0
move_Class_from_Domain,2,643,80,13,26.603469,5668,82,69.1219512195122,1.0
move_Comment_from_Model,1,322,20,13,13.309021,2057,22,93.5,1.0
move_Comment_from_Model,2,643,100,13,26.261006000000002,5983,102,58.65686274509804,1.0
move_Comment_from_Model,3,1285,20,13,54.126605,6450,22,293.1818181818182,1.0
move_Comment_from_Model,3,1285,40,13,57.798591,7480,42,178.0952380952381,1.0
move_Comment_from_Model,3,1285,60,13,61.88156,8403,62,135.53225806451613,1.0
move_Comment_from_Model,3,1285,80,13,61.949554000000006,9085,82,110.79268292682927,1.0
move_Comment_from_Model,3,1285,100,13,62.695167,9809,102,96.16666666666667,1.0
move_Comment_from_Model,4,2569,20,13,143.941507,12153,22,552.4090909090909,1.0
move_Comment_from_Model,4,2569,40,13,149.59088500000001,13170,42,313.57142857142856,1.0
move_Comment_from_Model,4,2569,60,13,153.10923200000002,14144,62,228.1290322580645,1.0
move_Comment_from_Model,4,2569,80,13,162.15921,15150,82,184.7560975609756,1.0
move_Comment_from_Model,1,322,40,13,13.442217,2675,42,63.69047619047619,1.0
move_Comment_from_Model,4,2569,100,13,164.026175,16019,102,157.04901960784315,1.0
move_Comment_from_Model,1,322,60,13,14.097809999999999,2924,62,47.16129032258065,1.0
move_Comment_from_Model,1,322,80,13,13.34889,3012,82,36.73170731707317,1.0
move_Comment_from_Model,1,322,100,13,14.280905,3015,102,29.558823529411764,1.0
move_Comment_from_Model,2,643,20,13,24.016239,3563,22,161.95454545454547,1.0
move_Comment_from_Model,2,643,40,13,23.480522,4370,42,104.04761904761905,1.0
move_Comment_from_Model,2,643,60,13,25.814259,5030,62,81.12903225806451,1.0
move_Comment_from_Model,2,643,80,13,27.078398,5659,82,69.01219512195122,1.0
